ISSUE DATE,ISSUE TIME,FINE AMOUNT,TICKET LOCATION STREET,VIOLATION DESCRIPTION
4/23/2015,12:52,$95.00,LOT 7A - COMP CNTR,RESERVED SPACE W/TOW
4/23/2015,8:39,$45.00,UNIVERSITY ST METERS,RESERVED SPACE
4/23/2015,11:28,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/23/2015,11:31,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/23/2015,16:21,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/23/2015,17:16,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/24/2015,12:56,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/24/2015,12:57,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/24/2015,13:00,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/24/2015,11:45,$0.00,15TH AVE,WARNING/NO CHARGE
4/24/2015,14:49,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
4/24/2015,14:51,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
4/24/2015,10:29,$20.00,LOT 13 - 13TH BEECH-UNIV,OVERTIME STREET MTR
4/24/2015,10:31,$20.00,LOT 13 - 13TH BEECH-UNIV,OVERTIME STREET MTR
4/24/2015,14:59,$20.00,LOT 13 - 13TH BEECH-UNIV,OVERTIME STREET MTR
4/24/2015,16:24,$0.00,LOT 13 - 13TH BEECH-UNIV,WARNING/NO CHARGE
4/24/2015,16:26,$20.00,LOT 13 - 13TH BEECH-UNIV,OVERTIME STREET MTR
4/24/2015,16:15,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
4/24/2015,16:17,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
4/24/2015,7:32,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/24/2015,12:16,$0.00,LOT 16A - FAC/STAFF LOT,WARNING/NO CHARGE
4/24/2015,12:21,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/24/2015,12:04,$95.00,LOT 28 - GERLINGER,RESERVED SPACE W/TOW
4/24/2015,16:39,$0.00,LOT 29A - EMU VIS LOT,WARNING/NO CHARGE
4/24/2015,16:44,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/24/2015,16:46,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/24/2015,16:47,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/24/2015,12:28,$20.00,LOT 36A - CARSON,OVERTIME STREET MTR
4/24/2015,12:57,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
4/24/2015,16:30,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
4/24/2015,16:31,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
4/24/2015,16:32,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
4/24/2015,7:38,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
4/24/2015,14:29,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
4/24/2015,8:11,$0.00,LOT 49 - RILEY,WARNING/NO CHARGE
4/24/2015,7:51,$30.00,LOT 50 - BARNHART,NO PERMIT DISPLAYED
4/24/2015,7:54,$0.00,LOT 50 - BARNHART,WARNING/NO CHARGE
4/24/2015,8:02,$30.00,LOT 50 - BARNHART,NO PERMIT DISPLAYED
4/24/2015,14:10,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
4/24/2015,14:44,$0.00,LOT 9 - VILLARD/DEADY,WARNING/NO CHARGE
4/24/2015,12:15,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/24/2015,12:18,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/24/2015,12:19,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/24/2015,12:24,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/24/2015,12:26,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/24/2015,12:27,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/24/2015,12:31,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/26/2015,17:47,$35.00,11,RESTRICTED AREA
4/27/2015,17:53,$35.00,11,RESTRICTED AREA
4/27/2015,10:06,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/27/2015,15:03,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/27/2015,15:06,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/27/2015,7:17,$95.00,13TH SPACE 15 AND 14,RESERVED SPACE W/TOW
4/27/2015,11:15,$35.00,15TH AVE,RESTRICTED AREA
4/27/2015,11:21,$470.00,15TH AVE,DISABLED SPACE PSTD
4/27/2015,11:24,$20.00,15TH AVE,OVERTIME STREET MTR
4/27/2015,12:03,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
4/27/2015,7:09,$20.00,LOT 13 - 13TH BEECH-UNIV,OVERTIME STREET MTR
4/27/2015,11:31,$20.00,LOT 15 - JAQUA,OVERTIME LOT METER
4/27/2015,7:23,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/27/2015,7:25,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/27/2015,7:26,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/27/2015,7:28,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/27/2015,7:29,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/27/2015,7:33,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/27/2015,10:15,$0.00,LOT 16A - FAC/STAFF LOT,WARNING/NO CHARGE
4/27/2015,10:23,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
4/27/2015,10:28,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/27/2015,11:49,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/27/2015,14:06,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
4/27/2015,14:08,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/27/2015,7:42,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
4/27/2015,7:45,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
4/27/2015,10:41,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
4/27/2015,14:15,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
4/27/2015,14:17,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
4/27/2015,7:50,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
4/27/2015,10:51,$0.00,LOT 18 - EDUCATION,WARNING/NO CHARGE
4/27/2015,11:07,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/27/2015,11:09,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/27/2015,8:15,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
4/27/2015,8:20,$0.00,LOT 34E - GLOBAL SCHOLARS,WARNING/NO CHARGE
4/27/2015,8:22,$0.00,LOT 34E - GLOBAL SCHOLARS,WARNING/NO CHARGE
4/27/2015,8:24,$0.00,LOT 34E - GLOBAL SCHOLARS,WARNING/NO CHARGE
4/27/2015,8:28,$0.00,LOT 34E - GLOBAL SCHOLARS,WARNING/NO CHARGE
4/27/2015,14:59,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
4/27/2015,10:37,$0.00,LOT 40 - HEDCO UNDERGRND,WARNING/NO CHARGE
4/27/2015,13:57,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
4/27/2015,8:37,$35.00,LOT 43 - S LAW SCH,RESTRICTED AREA
4/27/2015,8:39,$30.00,LOT 43 - S LAW SCH,NO PERMIT DISPLAYED
4/27/2015,8:02,$30.00,LOT 55 - MOSS ST,NO PERMIT DISPLAYED
4/27/2015,8:05,$30.00,LOT 55 - MOSS ST,NO PERMIT DISPLAYED
4/27/2015,8:06,$0.00,LOT 55 - MOSS ST,WARNING/NO CHARGE
4/27/2015,8:07,$30.00,LOT 55 - MOSS ST,NO PERMIT DISPLAYED
4/27/2015,12:45,$30.00,LOT 5A,NO PERMIT DISPLAYED
4/27/2015,14:35,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/28/2015,23:53,$35.00,28,RESTRICTED AREA
4/28/2015,7:37,$20.00,15TH AVE,OVERTIME STREET MTR
4/28/2015,7:38,$20.00,15TH AVE,OVERTIME STREET MTR
4/28/2015,7:41,$20.00,15TH AVE,OVERTIME STREET MTR
4/28/2015,10:36,$20.00,15TH AVE METERS,OVERTIME STREET MTR
4/28/2015,10:37,$0.00,HAMILTON DOCK,WARNING/NO CHARGE
4/28/2015,7:55,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/28/2015,8:50,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
4/28/2015,9:00,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
4/28/2015,9:57,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
4/28/2015,7:25,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
4/28/2015,7:25,$0.00,LOT 36A - CARSON,WARNING/NO CHARGE
4/28/2015,7:27,$0.00,LOT 36A - CARSON,WARNING/NO CHARGE
4/28/2015,7:28,$0.00,LOT 36A - CARSON,WARNING/NO CHARGE
4/28/2015,12:25,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
4/28/2015,12:38,$30.00,LOT 47 - RANIER,NO PERMIT DISPLAYED
4/28/2015,12:44,$50.00,LOT 47 - RANIER,BOOT FEE
4/28/2015,12:47,$0.00,LOT 47 - RANIER,WARNING/NO CHARGE
4/28/2015,12:54,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
4/28/2015,13:33,$30.00,LOT 8 - MK ARENA,NO PERMIT DISPLAYED
4/28/2015,11:27,$35.00,PLC EAST,IMPROPER PARKING
4/28/2015,11:30,$35.00,PLC EAST,IMPROPER PARKING
4/28/2015,15:09,$20.00,PLC SOUTH,BIKE IMPOUND FEE
4/28/2015,10:38,$35.00,UNIVERSITY ST,YELLOW ZONE
4/28/2015,10:20,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/28/2015,10:25,$35.00,UNIVERSITY ST METERS,OVERLINE/TAKE THE SPACE OF
4/28/2015,10:30,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/28/2015,13:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/28/2015,13:42,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/28/2015,13:44,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/28/2015,14:01,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/28/2015,14:02,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,23:46,$35.00,10,RESTRICTED AREA
4/29/2015,9:31,$20.00,15TH AVE,OVERTIME STREET MTR
4/29/2015,9:42,$20.00,15TH AVE,OVERTIME STREET MTR
4/29/2015,14:01,$35.00,K LIBRARY NE,IMPROPER PARKING
4/29/2015,10:53,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW
4/29/2015,11:01,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
4/29/2015,11:02,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
4/29/2015,9:20,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/29/2015,11:48,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/29/2015,12:06,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/29/2015,10:26,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/29/2015,10:27,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/29/2015,16:21,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/29/2015,16:25,$35.00,LOT 29A - EMU VIS LOT,SERVICE VEHICLE ONLY
4/29/2015,8:55,$35.00,LOT 34C - COLUMBIA ST,RESTRICTED AREA
4/29/2015,8:56,$35.00,LOT 34C - COLUMBIA ST,RESTRICTED AREA
4/29/2015,9:01,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
4/29/2015,9:10,$30.00,LOT 55 - MOSS ST,NO PERMIT DISPLAYED
4/29/2015,11:11,$100.00,LOT 56 - MILLRACE,MISUSE OF PERMIT
4/29/2015,11:23,$0.00,LOT 56 - MILLRACE,WARNING/NO CHARGE
4/29/2015,16:51,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
4/29/2015,16:54,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
4/29/2015,16:58,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
4/29/2015,12:10,$30.00,LOT 57 - MILLRACE VIS,NO PERMIT DISPLAYED
4/29/2015,12:14,$30.00,LOT 57 - MILLRACE VIS,NO PERMIT DISPLAYED
4/29/2015,12:16,$30.00,LOT 57 - MILLRACE VIS,NO PERMIT DISPLAYED
4/29/2015,12:18,$35.00,LOT 57 - MILLRACE VIS,IMPROPER PARKING
4/29/2015,16:47,$35.00,MILLRACE GRAVEL LOT,NO PARKING ZONE
4/29/2015,23:40,$45.00,SPENCER VIEW APTS,RESERVED SPACE
4/29/2015,9:34,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,9:35,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,9:38,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,9:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,9:46,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,9:47,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,9:59,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,10:12,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,10:13,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,10:14,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,15:00,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,15:02,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/29/2015,15:06,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,10:16,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/30/2015,10:19,$35.00,13TH AVE METERS,OVERLINE/TAKE THE SPACE OF
4/30/2015,10:19,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/30/2015,14:25,$20.00,13TH AVE METERS,OVERTIME STREET MTR
4/30/2015,7:39,$20.00,15TH AVE,OVERTIME STREET MTR
4/30/2015,7:42,$20.00,15TH AVE,OVERTIME STREET MTR
4/30/2015,7:44,$35.00,15TH AVE,RESTRICTED AREA
4/30/2015,10:44,$20.00,15TH AVE,OVERTIME LOT METER
4/30/2015,16:32,$30.00,15TH AVE,NO PERMIT DISPLAYED
4/30/2015,16:34,$35.00,15TH AVE,RESTRICTED AREA
4/30/2015,10:28,$470.00,AUTZEN STADIUM,DISABLED SPACE PSTD
4/30/2015,8:53,$0.00,LILLIS SOUTH,WARNING/NO CHARGE
4/30/2015,14:04,$0.00,LOT 12A - ONYX-LAWRENCE,WARNING/NO CHARGE
4/30/2015,7:12,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/30/2015,7:17,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
4/30/2015,11:37,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/30/2015,11:39,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/30/2015,15:30,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
4/30/2015,10:12,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
4/30/2015,14:36,$95.00,LOT 29D - EMU/ONYX/STR,RESERVED SPACE W/TOW
4/30/2015,11:11,$0.00,LOT 34E - GLOBAL SCHOLARS,WARNING/NO CHARGE
4/30/2015,14:29,$20.00,LOT 36A - CARSON,OVERTIME STREET MTR
4/30/2015,7:44,$30.00,LOT 37 - HAMILTON E,NO PERMIT DISPLAYED
4/30/2015,7:57,$0.00,LOT 50 - BARNHART,WARNING/NO CHARGE
4/30/2015,7:59,$35.00,LOT 50 - BARNHART,RESTRICTED AREA
4/30/2015,16:43,$0.00,LOT 51 - VILLARD ALY,WARNING/NO CHARGE
4/30/2015,10:39,$35.00,LOT 57 - MILLRACE VIS,RESTRICTED AREA
4/30/2015,10:44,$35.00,LOT 57 - MILLRACE VIS,RESTRICTED AREA
4/30/2015,12:08,$30.00,LOT 6A - 11TH/KINCAID,NO PERMIT DISPLAYED
4/30/2015,12:10,$30.00,LOT 6A - 11TH/KINCAID,NO PERMIT DISPLAYED
4/30/2015,12:12,$0.00,LOT 6A - 11TH/KINCAID,WARNING/NO CHARGE
4/30/2015,13:08,$30.00,LOT 8 - MK ARENA,NO PERMIT DISPLAYED
4/30/2015,9:15,$95.00,SPENCER VIEW APTS,RESERVED SPACE W/TOW
4/30/2015,10:23,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,10:23,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,10:27,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,10:29,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,10:31,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,13:16,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,13:22,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,13:23,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,13:24,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
4/30/2015,13:29,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/1/2015,10:40,$20.00,15TH AVE METERS,OVERTIME STREET MTR
5/1/2015,12:35,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW
5/1/2015,7:34,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/1/2015,9:41,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/1/2015,9:46,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/1/2015,11:23,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/1/2015,8:04,$30.00,LOT 18 - EDUCATION,IMPROPER DISPLAY
5/1/2015,8:13,$35.00,LOT 34C - COLUMBIA ST,RESTRICTED AREA
5/1/2015,8:17,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
5/1/2015,7:40,$35.00,LOT 44 - GRAD VILLAGE,RESTRICTED AREA
5/1/2015,16:17,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
5/1/2015,16:18,$35.00,LOT 56 - MILLRACE,RESTRICTED AREA
5/1/2015,16:20,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
5/1/2015,16:27,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
5/1/2015,12:12,$35.00,ROMANIA,RESTRICTED AREA
5/1/2015,12:12,$35.00,ROMANIA,RESTRICTED AREA
5/1/2015,7:48,$95.00,SPENCER VIEW APTS,RESERVED SPACE W/TOW
5/1/2015,9:30,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/1/2015,9:30,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/1/2015,9:31,$20.00,UNIVERSITY ST METERS,OVERTIME LOT METER
5/1/2015,9:31,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/4/2015,8:50,$20.00,99A,OVERTIME LOT METER
5/4/2015,10:29,$0.00,D LOT 2 - CAMPUS OPS,WARNING/NO CHARGE
5/4/2015,14:57,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/4/2015,9:18,$20.00,LOT 13 - 13TH BEECH-UNIV,OVERTIME STREET MTR
5/4/2015,9:24,$30.00,LOT 13 - 13TH BEECH-UNIV,NO PERMIT DISPLAYED
5/4/2015,7:08,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/4/2015,7:10,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/4/2015,7:12,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/4/2015,10:44,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
5/4/2015,10:46,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
5/4/2015,10:49,$45.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE
5/4/2015,12:17,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
5/4/2015,12:19,$95.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE W/TOW
5/4/2015,12:28,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/4/2015,14:49,$45.00,LOT 16A - FAC/STAFF LOT,RESERVED SPACE
5/4/2015,7:15,$35.00,LOT 16B - STUDENT ONLY,RESTRICTED AREA
5/4/2015,7:17,$35.00,LOT 16B - STUDENT ONLY,RESTRICTED AREA
5/4/2015,13:43,$30.00,LOT 16B - STUDENT ONLY,NO PERMIT DISPLAYED
5/4/2015,13:44,$30.00,LOT 16B - STUDENT ONLY,NO PERMIT DISPLAYED
5/4/2015,11:00,$0.00,LOT 17 - HEDCO,WARNING/NO CHARGE
5/4/2015,11:02,$30.00,LOT 17 - HEDCO,NO PERMIT DISPLAYED
5/4/2015,11:07,$20.00,LOT 17 - HEDCO,OVERTIME LOT METER
5/4/2015,11:10,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
5/4/2015,11:12,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
5/4/2015,11:16,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
5/4/2015,11:21,$0.00,LOT 18 - EDUCATION,WARNING/NO CHARGE
5/4/2015,11:23,$30.00,LOT 18 - EDUCATION,NO PERMIT DISPLAYED
5/4/2015,7:55,$20.00,LOT 29A - EMU VIS LOT,OVERTIME LOT METER
5/4/2015,8:19,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
5/4/2015,8:21,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
5/4/2015,10:05,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
5/4/2015,10:09,$30.00,LOT 34E - GLOBAL SCHOLARS,NO PERMIT DISPLAYED
5/4/2015,7:30,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/4/2015,7:31,$0.00,LOT 36A - CARSON,WARNING/NO CHARGE
5/4/2015,12:04,$20.00,LOT 36A - CARSON,OVERTIME LOT METER
5/4/2015,8:40,$30.00,LOT 37 - HAMILTON E,NO PERMIT DISPLAYED
5/4/2015,13:26,$35.00,LOT 3A - AAA AREA,YELLOW ZONE
5/4/2015,7:22,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
5/4/2015,10:38,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
5/4/2015,13:33,$35.00,LOT 42 - 12TH W OF KIN,RESTRICTED AREA
5/4/2015,12:58,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
5/4/2015,13:01,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
5/4/2015,13:02,$30.00,LOT 56 - MILLRACE,NO PERMIT DISPLAYED
5/4/2015,11:25,$35.00,LOT 57 - MILLRACE VIS,RESTRICTED AREA
5/4/2015,7:25,$30.00,LOT 6A - 11TH/KINCAID,NO PERMIT DISPLAYED
5/4/2015,7:37,$30.00,LOT 6B - 11TH,NO PERMIT DISPLAYED
5/4/2015,11:38,$30.00,LOT 6B - 11TH,NO PERMIT DISPLAYED
5/4/2015,13:10,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/4/2015,13:14,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/4/2015,13:16,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/4/2015,13:17,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/4/2015,13:18,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/5/2015,8:19,$20.00,15TH AVE,OVERTIME STREET MTR
5/5/2015,8:25,$35.00,15TH AVE,RESTRICTED AREA
5/5/2015,8:27,$35.00,15TH AVE,RESTRICTED AREA
5/5/2015,14:23,$20.00,15TH AVE,OVERTIME STREET MTR
5/5/2015,14:24,$20.00,15TH AVE,OVERTIME STREET MTR
5/5/2015,14:27,$20.00,15TH AVE,OVERTIME STREET MTR
5/5/2015,14:28,$20.00,15TH AVE,OVERTIME STREET MTR
5/5/2015,13:50,$20.00,15TH AVE METERS,OVERTIME STREET MTR
5/5/2015,10:49,$0.00,C 13TH AVE CLOSED,WARNING/NO CHARGE
5/5/2015,10:53,$0.00,C 13TH AVE CLOSED,WARNING/NO CHARGE
5/5/2015,10:57,$0.00,C 13TH AVE CLOSED,WARNING/NO CHARGE
5/5/2015,11:03,$20.00,KNIGHT LIBRARY NW,BIKE IMPOUND FEE
5/5/2015,14:59,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW
5/5/2015,15:01,$95.00,LOT 12A - ONYX-LAWRENCE,RESERVED SPACE W/TOW
5/5/2015,15:05,$20.00,LOT 12A - ONYX-LAWRENCE,OVERTIME LOT METER
5/5/2015,7:02,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/5/2015,7:03,$30.00,LOT 16A - FAC/STAFF LOT,NO PERMIT DISPLAYED
5/5/2015,13:09,$35.00,LOT 16A - FAC/STAFF LOT,RESTRICTED AREA
5/5/2015,23:45,$35.00,LOT 25 - JSMA,RESTRICTED AREA
5/5/2015,7:08,$30.00,LOT 42 - 12TH W OF KIN,NO PERMIT DISPLAYED
5/5/2015,14:36,$95.00,SPENCER VIEW APTS,RESERVED SPACE W/TOW
5/5/2015,7:16,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/5/2015,13:36,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/5/2015,13:37,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/5/2015,13:39,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/5/2015,13:43,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/5/2015,13:48,$20.00,UNIVERSITY ST METERS,OVERTIME STREET MTR
5/6/2015,10:34,$20.00,13TH AVE,BIKE IMPOUND FEE
5/6/2015,16:35,$20.00,13TH AVE METERS,OVERTIME STREET MTR
5/6/2015,13:26,$35.00,15TH AVE METERS,OVERLINE/TAKE THE SPACE OF
5/6/2015,16:02,$20.00,15TH AVE METERS,OVERTIME STREET MTR
